,code,product_name,countries,nutrition_grade_fr,pnns_groups_1,pnns_groups_2,energy_100g,sugars_100g,nutrition-score-fr_100g
255910,4000161210412,Sahne-Nougat,Germany,e,Sugary snacks,Sweets,2430.0,44.5,26.0
255911,4000161210436,Schichtnougat Sahne feinherb,Germany,e,Sugary snacks,Sweets,2449.0,41.4,26.0
255913,4000161300106,Niederegger Sortiment,Germany,e,Sugary snacks,Sweets,2085.0,38.3,22.0
255916,4000161330844,Marc de Champagne,Germany,e,Sugary snacks,Sweets,2514.0,51.5,27.0
255917,4000161330851,Sahne-Trüffel,Germany,e,Sugary snacks,Sweets,2406.0,50.8,28.0
255918,4000161400219,Marzipan Kartoffeln,Germany,d,Sugary snacks,Sweets,2004.0,35.6,14.0
255919,4000161400516,Marzipan Rumkugeln,Germany,d,Sugary snacks,Sweets,2004.0,35.6,14.0
255920,4000161440604,Marzipan Meerestiere,Germany,d,Sugary snacks,Sweets,2006.0,35.8,14.0
255921,4000161440673,Marzipan-Robben,Germany,d,Sugary snacks,Sweets,2010.0,35.9,14.0
255922,4000161470779,Marzipan Törtchen,Germany,e,Sugary snacks,Sweets,2071.0,36.6,20.0
255923,4000161600091,Marzipan-Ei,Germany,e,Sugary snacks,Sweets,2047.0,36.2,19.0
255924,4000161610113,Marzipan-Ei Eierliqueur,Germany,e,Sugary snacks,Sweets,2068.0,37.3,22.0
255925,4000161620112,Rumtrauben-Marzipan,Germany,e,Sugary snacks,Sweets,2029.0,40.1,20.0
255926,4000161660224,Marzipan-Hase und -Eier,Germany,e,Sugary snacks,Sweets,2079.0,36.7,21.0
255927,4000161670162,Marzipaneier alkoholisch,Germany,e,Sugary snacks,Sweets,2068.0,39.0,22.0
255928,4000161670421,Mini-Nougat-Eier,Germany,e,Sugary snacks,Chocolate products,2358.0,47.6,27.0
255929,4000161740308,Marzipanfigur,Germany,d,Sugary snacks,Sweets,2037.0,36.3,18.0
255930,4000168000313,Bienenstich Petits,Germany,e,Sugary snacks,Biscuits and cakes,2372.0,35.0,21.0
255932,4000177014998,Capri-Sun Bio,en:FR,d,Beverages,Fruit juices,161.0,8.1,8.0
255933,4000177015001,Capri-Sun fruits rouges Bio,en:FR,d,Beverages,Fruit juices,159.0,8.6,8.0
255936,4000177111703,Apple,en:FR,e,Beverages,Sweetened beverages,146.0,8.3,11.0
255938,4000177158210,Orange,en:FR,e,Beverages,Sweetened beverages,176.0,10.0,13.0
255939,4000177158227,Orange,en:FR,e,Beverages,Sweetened beverages,176.0,10.0,13.0
255940,4000177158319,Multivitamin,en:FR,e,Beverages,Sweetened beverages,167.0,9.5,13.0
255941,4000177158326,Multivitamin,en:FR,e,Beverages,Sweetened beverages,167.0,9.5,13.0
255942,4000177158364,Multivitamin,en:FR,e,Beverages,Sweetened beverages,167.0,9.5,13.0
255949,4000177168400,Tea & Red Fruits,en:FR,e,Beverages,Sweetened beverages,149.0,8.3,11.0
255950,4000177168509,Red Fruits,en:FR,e,Beverages,Sweetened beverages,178.0,10.2,13.0
255951,4000177168516,Red Fruits,en:FR,e,Beverages,Sweetened beverages,178.0,10.2,13.0
255957,4000177211137,Orange (Mega Pack),en:FR,e,Beverages,Sweetened beverages,176.0,10.0,13.0
255960,4000177211328,Tropical,en:FR,e,Beverages,Sweetened beverages,187.0,10.6,15.0
255967,4000177839003,Cola Mix koffeinfrei,en:FR,e,Beverages,Sweetened beverages,142.0,8.1,11.0
255993,4000264000125,Prinzen Rolle,Germany,e,Sugary snacks,Biscuits and cakes,2054.0,35.0,20.0
255999,4000281592504,Weinbrandbohnen,Germany,e,Sugary snacks,Chocolate products,1893.0,50.0,25.0
256019,4000323013202,Edelbitter,Germany,e,Sugary snacks,Chocolate products,2341.0,39.0,24.0
256070,4000382033104,Knabbermischung mit Schokolade,Germany,e,Sugary snacks,Chocolate products,1993.0,54.2,25.0
256185,4000412045244,Lütticher Delikatesse,Germany,c,Sugary snacks,Sweets,1174.0,61.0,9.0
256191,4000417011008,Ritter Sport Knusperflakes,Germany,e,Sugary snacks,Chocolate products,2224.0,50.0,27.0
256194,4000417015006,Ritter Sport Nuss-Kipferl,Germany,e,Sugary snacks,Chocolate products,2454.0,47.0,27.0
256195,4000417016003,Ritter Sport Himbeer Vanille,Germany,e,Sugary snacks,Chocolate products,2399.0,50.0,27.0
256196,4000417017000,Ritter Sport Vanilla Chai Latte,Germany,e,Sugary snacks,Chocolate products,2440.0,51.0,27.0
256197,4000417018007,Ritter Sport Chocolat supérieur au lait des Alpes,en:FR,e,Sugary snacks,Chocolate products,2283.0,54.0,26.0
256199,4000417020000,Ritter Sport Halbbitter,Germany,e,Sugary snacks,Chocolate products,2224.0,48.0,26.0
256200,4000417021007,Ritter Sport Edel-Vollmilch,Germany,e,Sugary snacks,Chocolate products,2356.0,52.0,27.0
256201,4000417022004,Raisins noisettes,en:FR,e,Sugary snacks,Chocolate products,2142.0,55.0,26.0
256206,4000417027009,Ritter Sport Joghurt,en:FR,e,Sugary snacks,Chocolate products,2392.0,48.0,28.0
256209,4000417067203,Ritter Sport Jamaica Rum,Germany,e,Sugary snacks,Sweets,2302.0,47.0,26.0
256210,4000417080202,Ritter Sport Hafer + Banane,Germany,e,Sugary snacks,Chocolate products,2190.0,50.0,26.0
256211,4000417080608,NussNugatCreme,Germany,e,Sugary snacks,Sweets,2404.0,46.0,28.0
256212,4000417080707,Ritter Sport Einhorn,Germany,e,Sugary snacks,Chocolate products,2239.0,54.0,26.0
256214,4000417103000,Dunkle Mandel Quinoa,Germany,e,Sugary snacks,Chocolate products,2313.0,34.0,23.0
256215,4000417104007,Dunkle Voll-Nuss Amaranth,Germany,e,Sugary snacks,Chocolate products,2382.0,33.0,24.0
256216,4000417210005,Ritter Sport Erdbeer Minze,Germany,e,Sugary snacks,Chocolate products,2364.0,52.0,27.0
256217,4000417211002,Ritter Sport Karamell-Mousse,Germany,e,Sugary snacks,Chocolate products,2451.0,45.0,27.0
256218,4000417213006,Ritter Sport Eiscafé,Germany,e,Sugary snacks,Chocolate products,2437.0,51.0,27.0
256221,4000417222008,Ritter Sport Nuss-Splitter,Germany,e,Sugary snacks,Chocolate products,2323.0,51.0,26.0
256223,4000417227003,Weisse Joghurt-Mousse,Germany,e,Sugary snacks,Chocolate products,2415.0,48.0,28.0
256224,4000417231000,Ritter Sport Schoko-Brownie,Germany,e,Sugary snacks,Chocolate products,2352.0,46.0,27.0
256226,4000417236005,Ritter Sport Brombeer Joghurt,Germany,e,Sugary snacks,Chocolate products,2382.0,50.0,27.0
256227,4000417242006,Ritter Sport Caramel noisettes,en:FR,e,Sugary snacks,Chocolate products,2434.0,43.0,25.0
256229,4000417269003,Ritter Sport Erdbeer Joghurt,Germany,e,Sugary snacks,Chocolate products,2356.0,51.0,27.0
256231,4000417280008,Ritter Sport Olympia,Germany,e,Sugary snacks,Chocolate products,2362.0,47.0,28.0
256232,4000417289001,Ritter Sport Espresso,Germany,e,Sugary snacks,Chocolate products,2402.0,47.0,27.0
256233,4000417292001,Ritter Sport Weiß + Crisp,Germany,e,Sugary snacks,Chocolate products,2244.0,53.0,28.0
256235,4000417296009,Ritter Sport Gebrannte Mandel,Germany,e,Sugary snacks,Chocolate products,2255.0,56.0,26.0
256236,4000417298003,Ritter Sport Kokos,Germany,e,Sugary snacks,Chocolate products,2468.0,47.0,27.0
256237,4000417300003,Ritter Sport Kokosmakrone,en:FR,e,Sugary snacks,Chocolate products,2434.0,50.0,27.0
256238,4000417302007,Ritter Sport Cookies & Cream,Germany,e,Sugary snacks,Chocolate products,2399.0,50.0,28.0
256239,4000417304001,Ritter Sport Honig-Salz-Mandel,Germany,e,Sugary snacks,Chocolate products,2341.0,49.0,27.0
256240,4000417305008,Ritter Sport Vanille-Mousse,Germany,e,Sugary snacks,Chocolate products,2442.0,51.0,27.0
256241,4000417413109,Ritter Sport mini Mix des Jahres,Germany,e,Sugary snacks,Chocolate products,2314.0,53.0,26.0
256245,4000417601001,Ritter Sport Nugat,Germany,e,Sugary snacks,Chocolate products,2336.0,51.0,26.0
256246,4000417602008,Ritter Sport Joghurt,en:FR,e,Sugary snacks,Chocolate products,2392.0,49.0,28.0
256247,4000417603005,Alpenmilch,en:FR,e,Sugary snacks,Chocolate products,2283.0,54.0,26.0
256248,4000417606006,Ritter Sport Goldschatz,Germany,e,Sugary snacks,Chocolate products,2383.0,45.0,26.0
256249,4000417607003,Ritter Sport Keks + Nuss,en:FR,e,Sugary snacks,Chocolate products,2291.0,48.0,27.0
256250,4000417611000,Ritter Sport Weiß + Crisp,en:FR,e,Sugary snacks,Chocolate products,2249.0,53.0,28.0
256251,4000417618009,Ritter Sport Karamell + Keks,en:FR,e,Sugary snacks,Chocolate products,2674.0,38.0,26.0
256252,4000417622006,Ritter Sport Nuss-Splitter,en:FR,e,Sugary snacks,Chocolate products,2323.0,51.0,26.0
256253,4000417623003,Ritter Sport Knusperflakes,en:FR,e,Sugary snacks,Chocolate products,2224.0,50.0,27.0
256254,4000417650009,Ritter Sport Schokowürfel vielfalt,Germany,e,Sugary snacks,Chocolate products,2436.0,46.0,28.0
256255,4000417650108,Ritter Sport Schokowürfel joghurt,Germany,e,Sugary snacks,Chocolate products,2384.0,50.0,28.0
256256,4000417650207,Ritter Sport Schokowürfel weiß,Germany,e,Sugary snacks,Chocolate products,2474.0,50.0,28.0
256257,4000417650306,Ritter Sport Schokowürfel vielfalt,Germany,e,Sugary snacks,Chocolate products,2447.0,46.0,28.0
256258,4000417650405,Ritter Sport Schokowürfel joghurt,Germany,e,Sugary snacks,Chocolate products,2380.0,50.0,28.0
256259,4000417650504,Ritter Sport Schokowürfel weiß,Germany,e,Sugary snacks,Chocolate products,2473.0,50.0,28.0
256260,4000417650603,Ritter Sport Schokowürfel dessert,Germany,e,Sugary snacks,Chocolate products,2403.0,49.0,27.0
256261,4000417650702,Ritter Sport Schokowürfel joghurt,en:FR,e,Sugary snacks,Chocolate products,2378.0,50.0,28.0
256262,4000417650900,"Schokowürfel: Erdbeer Joghurt, Joghurt, Johannisbeer Joghurt",Germany,e,Sugary snacks,Chocolate products,2378.0,50.0,28.0
256263,4000417700001,Ritter Sport Voll-Nuss,Germany,e,Sugary snacks,Chocolate products,2397.0,44.0,26.0
256268,4000417705006,Ritter Sport Macadamia,Germany,e,Sugary snacks,Chocolate products,2417.0,45.0,26.0
256269,4000417750006,Ritter Sport Vollmilch,Germany,e,Sugary snacks,Chocolate products,2326.0,50.0,26.0
256270,4000417752000,Ritter Sport Trauben Cashew,Germany,e,Sugary snacks,Chocolate products,2269.0,47.0,26.0
256271,4000417754004,Ritter Sport Macadamia,Germany,e,Sugary snacks,Chocolate products,2429.0,43.0,26.0
256272,4000417756008,Ritter Sport Karamellsplitter,Germany,e,Sugary snacks,Chocolate products,2257.0,54.0,27.0
256273,4000417922007,Honig & Crisp,Germany,e,Sugary snacks,Chocolate products,2393.0,50.0,27.0
256274,4000417923004,Ritter Sport Weisse Zimt Crisp,Germany,e,Sugary snacks,Chocolate products,2210.0,62.0,27.0
256275,4000417924001,Johannisbeer Streusel,Germany,e,Sugary snacks,Chocolate products,2347.0,49.0,27.0
256276,4000417925008,Eiskakao-Creme,Germany,e,Sugary snacks,Chocolate products,2501.0,41.0,26.0
256290,4000445211562,Vollmilch Schokolade,en:FR,e,Sugary snacks,Chocolate products,2305.0,50.0,26.0
256359,4000512004905,Mini Burger,en:FR,d,Sugary snacks,Sweets,1435.0,48.0,14.0
256361,4000512010869,Saure Glühwürmchen,en:FR,d,Sugary snacks,Sweets,1430.0,48.0,14.0
256372,4000512776635,Spaghettini Sour (Fraise),en:FR,d,Sugary snacks,Sweets,1464.0,58.0,14.0
256373,4000512992660,Spookies,en:FR,d,Sugary snacks,Sweets,1417.0,45.0,13.0
256374,4000512992684,Tarantula,en:FR,d,Sugary snacks,Sweets,1412.0,53.7,14.0
256375,4000512993858,Dracula,en:FR,d,Sugary snacks,Sweets,1432.0,44.0,13.0
256378,4000521002428,Vitalis Knusper Müsli Schoko feinherb,Germany,d,Cereals and potatoes,Breakfast cereals,1960.0,22.0,12.0
256383,4000521004569,Vitalis Knusper Plus Double Chocolate,Germany,d,Cereals and potatoes,Breakfast cereals,2003.0,25.0,15.0
256384,4000521004620,Vitalis Weniger süß Schoko Müsli,Germany,c,Cereals and potatoes,Breakfast cereals,1702.0,14.0,6.0
256385,4000521004644,Vitalis Weniger süß Knusper Früchte,Germany,c,Cereals and potatoes,Breakfast cereals,1814.0,17.0,10.0
256392,4000521007027,Kuvertüre Zartbitter,Germany,e,Sugary snacks,Chocolate products,2326.0,41.0,25.0
256397,4000521008871,Vitalis SchokoDuomüsli mit Vollmilch- und weißer Schokolade,Germany,d,Cereals and potatoes,Breakfast cereals,1816.0,24.0,11.0
256400,4000521010423,Vitalis Weniger süß Knusper Himbeere,Germany,d,Cereals and potatoes,Breakfast cereals,1822.0,14.0,11.0
256402,4000521012861,Vitalis Knusper Schoko+Keks,Germany,d,Cereals and potatoes,Breakfast cereals,1880.0,26.0,12.0
256407,4000521013813,Vitalis Knusper Multikorn Schoko,Germany,c,Cereals and potatoes,Breakfast cereals,1748.0,15.0,10.0
256438,4000521200213,Original Pudding Vanille Geschmack,Germany,b,Sugary snacks,Biscuits and cakes,386.0,11.0,2.0
256446,4000521472009,Tiramisu Creme,Germany,c,Milk and dairy products,Dairy desserts,571.0,18.0,5.0
256456,4000521661106,Vitalis Schoko Müsli klassisch,Germany,c,Cereals and potatoes,Breakfast cereals,1744.0,23.0,9.0
256458,4000521661403,Vitalis Knusper Schoko,Germany,d,Cereals and potatoes,Breakfast cereals,1843.0,24.0,13.0
256460,4000521661908,Vitalis Knusper Schoko-Banane,Germany,c,Cereals and potatoes,Breakfast cereals,1903.0,24.0,10.0
256461,4000521662103,Vitalis Weniger süß Knusper Pur,Germany,d,Cereals and potatoes,Breakfast cereals,1835.0,14.0,11.0
256462,4000521663605,Vitalis Schoko Müsli feinherb,Germany,c,Cereals and potatoes,Breakfast cereals,1804.0,15.0,9.0
256463,4000521730000,Extra Gelierzucker 2:1,Germany,c,Sugary snacks,Sweets,730.0,39.8,10.0
256464,4000521730307,Super Gelierzucker 3:1,Germany,c,Sugary snacks,Sweets,598.0,31.7,8.0
256485,4000539001505,70% Cacao Edelbitter intensiv,Germany,e,Sugary snacks,Chocolate products,2350.0,29.0,23.0
256486,4000539002007,Edel-Nougat,Germany,e,Sugary snacks,Chocolate products,2395.0,48.0,27.0
256487,4000539014307,Edelbitter Mousse Sauerkirsch-Chili,Germany,e,Sugary snacks,Chocolate products,2087.0,39.0,24.0
256488,4000539019807,Edelbitter Mousse - Blaubeer-Lavendel,Germany,e,Sugary snacks,Chocolate products,2147.0,39.0,24.0
256489,4000539025600,Création Mousse au Chocolat Noir,en:FR,e,Sugary snacks,Chocolate products,2350.0,46.0,27.0
256491,4000539041402,Lindor extra dunkel,Germany,e,Sugary snacks,Chocolate products,2679.0,30.0,23.0
256492,4000539083501,Excellence Myrtille Intense Noir aux amandes effilées,en:FR,e,Sugary snacks,Chocolate products,2180.0,48.0,26.0
256494,4000539107702,Granatapfel Feinherb,Germany,e,Sugary snacks,Chocolate products,2132.0,51.0,26.0
256496,4000539203602,Excellence 90% Cacao Noir Prodigieux (offre gourmet),en:FR,d,Sugary snacks,Chocolate products,2483.0,7.0,18.0
256497,4000539204302,Hauchdünne Täfelchen,Germany,e,Sugary snacks,Chocolate products,2251.0,46.0,26.0
256501,4000539221507,Caramel Brownie,en:FR,e,Sugary snacks,Chocolate products,2251.0,51.0,26.0
256508,4000539224508,Hello Dark Chocolate Cookie,Germany,e,Sugary snacks,Chocolate products,2246.0,48.0,26.0
256509,4000539224607,Hello My Name Is Salted Caramel,Germany,e,Sugary snacks,Chocolate products,2157.0,53.0,26.0
256512,4000539230103,Hello my name is Caramel Brownie,Germany,e,Sugary snacks,Chocolate products,2254.0,51.0,26.0
256513,4000539230707,Hello my name is Strawberry Cheesecake,Germany,e,Sugary snacks,Chocolate products,2331.0,51.0,26.0
256514,4000539231001,Hello my name is Cookies & Cream,Germany,e,Sugary snacks,Chocolate products,2367.0,49.0,27.0
256515,4000539233807,Hello Sundae Choco,Germany,e,Sugary snacks,Chocolate products,2267.0,48.0,26.0
256518,4000539307201,Pralinés Nougat,Germany,e,Sugary snacks,Sweets,2461.0,45.0,26.0
256519,4000539307300,Pralinés Hell & Zart,Germany,e,Sugary snacks,Sweets,2269.0,49.0,27.0
256520,4000539307607,Spezialitäten,Germany,e,Sugary snacks,Sweets,1443.0,48.0,24.0
256521,4000539307706,Pralines des Dames,Germany,e,Sugary snacks,Sweets,2287.0,48.0,27.0
256522,4000539310003,Creola,Germany,e,Sugary snacks,Sweets,2328.0,49.0,26.0
256523,4000539316500,Mini Pralinés,Germany,e,Sugary snacks,Sweets,2219.0,50.0,27.0
256525,4000539317309,Lindt Mini Pralinés,Germany,e,Sugary snacks,Sweets,2219.0,50.0,27.0
256527,4000539320903,Pralinés hochfein,Germany,e,Sugary snacks,Sweets,2157.0,42.0,26.0
256536,4000539606908,Lindor,en:FR,e,Sugary snacks,Chocolate products,2534.0,44.0,26.0
256537,4000539607202,Oeufs à cacher,en:FR,e,Sugary snacks,Chocolate products,2377.0,51.0,27.0
256539,4000539620508,Lapin Or Mini Lapins Noir,en:FR,e,Sugary snacks,Chocolate products,2368.0,36.0,24.0
256541,4000539645600,Hello I Am Your Easter Egg Mix,Germany,e,Sugary snacks,Chocolate products,2398.0,49.0,27.0
256542,4000539647000,Poussin chocolat au lait,en:FR,e,Sugary snacks,Chocolate products,2294.0,55.0,26.0
256543,4000539647109,Poussin,en:FR,e,Sugary snacks,Chocolate products,2377.0,51.0,27.0
256547,4000539667008,Cloche de pâques,en:FR,e,Sugary snacks,Chocolate products,2294.0,55.0,26.0
256551,4000539670503,Lapin OR chocolat noir,en:FR,e,Sugary snacks,Chocolate products,2347.0,35.0,24.0
256552,4000539670602,Lapin Or Chocolat noir,en:FR,e,Sugary snacks,Chocolate products,2328.0,35.0,23.0
256553,4000539670701,Mini lapin or au chocolat au lait,en:FR,e,Sugary snacks,Chocolate products,2377.0,51.0,27.0
256554,4000539671005,Lapin Or Chocolat au lait,en:FR,e,Sugary snacks,Chocolate products,2294.0,55.0,26.0
256555,4000539671104,Lapin Or Chocolat au lait,en:FR,e,Sugary snacks,Chocolate products,2294.0,55.0,26.0
256556,4000539671203,Lapin or,en:FR,e,Sugary snacks,Chocolate products,2294.0,55.0,26.0
256559,4000539677007,Nougat-Eier,Germany,e,Sugary snacks,Chocolate products,2431.0,46.0,27.0
256560,4000539677809,Chocolat Poule lait,en:FR,e,Sugary snacks,Chocolate products,2277.0,55.0,26.0
256561,4000539683008,Lindor Mini-Eier Milch,Germany,e,Sugary snacks,Chocolate products,2538.0,45.0,26.0
256568,4000539709807,Weihnachts-Mandel,Germany,e,Sugary snacks,Chocolate products,2469.0,46.0,27.0
256570,4000539727009,Ourson au chocolat au lait,en:FR,e,Sugary snacks,Chocolate products,2277.0,55.0,26.0
256571,4000539727207,Oursons en chocolat,en:FR,e,Sugary snacks,Chocolate products,2377.0,51.0,27.0
256572,4000539729102,Calendrier de l'avent,en:FR,e,Sugary snacks,Chocolate products,2397.0,50.0,27.0
256574,4000539756603,1001 Weihnachtstraum,Germany,e,Sugary snacks,Sweets,2188.0,50.0,28.0
256581,4000539932700,Süße Grüße,Germany,e,Sugary snacks,Sweets,2191.0,50.0,27.0
256582,4000540000108,Blütenzarte Köllnflocken,Germany,a,Cereals and potatoes,Breakfast cereals,1520.0,1.2,0.0
256583,4000540000306,Echte Kölln Kernige,Germany,a,Cereals and potatoes,Breakfast cereals,1520.0,1.2,0.0
256586,4000540000474,Vollkorn Multikorn Fleks Klassik,Germany,c,Cereals and potatoes,Breakfast cereals,1614.0,14.7,7.0
256587,4000540001013,Vollkorn Haferkleks Knusper-Honig,Germany,c,Cereals and potatoes,Breakfast cereals,1642.0,30.0,8.0
256589,4000540001099,Vollkorn Haferfleks Knusper-Schoko,Germany,c,Cereals and potatoes,Breakfast cereals,1666.0,29.7,9.0
256591,4000540001341,Müsli Früchte,Germany,b,Cereals and potatoes,Breakfast cereals,1536.0,22.0,0.0
256594,4000540002508,Schmelzflocken,Germany,a,Cereals and potatoes,Breakfast cereals,1524.0,1.2,0.0
256595,4000540002546,Schmelzflocken Dinkel-Hafer,Germany,a,Cereals and potatoes,Breakfast cereals,1487.0,1.8,0.0
256597,4000540003222,Knusper Schoko & Keks,Germany,d,Cereals and potatoes,Breakfast cereals,1921.0,21.2,13.0
256598,4000540003246,Knusper Schoko & Keks Kakao,Germany,d,Cereals and potatoes,Breakfast cereals,1886.0,22.5,11.0
256599,4000540003420,Knusper Schoko Feinherb,Germany,c,Cereals and potatoes,Breakfast cereals,1722.0,20.3,9.0
256601,4000540003864,Schoko 30% weniger Zucker,Germany,b,Cereals and potatoes,Breakfast cereals,1672.0,13.1,0.0
256602,4000540003871,Schoko 30% weniger Zucker,Germany,b,Cereals and potatoes,Breakfast cereals,1672.0,13.1,0.0
256606,4000540004632,Mühlenklassiker mit feinen roten Beeren,Germany,a,Cereals and potatoes,Breakfast cereals,1583.0,10.2,0.0
256607,4000540004663,Mühlenklassiker mit vielen exotischen Früchten,en:FR,c,Cereals and potatoes,Breakfast cereals,1589.0,19.1,7.0
256608,4000540011050,Vollkorn Haferfleks,Germany,c,Cereals and potatoes,Breakfast cereals,1656.0,17.0,7.0
256609,4000540012101,Haferkleie Fleks,Germany,a,Cereals and potatoes,Breakfast cereals,1611.0,11.1,0.0
256610,4000540013573,Knusper Schoko Krokant,Germany,d,Cereals and potatoes,Breakfast cereals,1891.0,21.5,11.0
256615,4000540023589,Knusper Schoko Krokant,Germany,d,Cereals and potatoes,Breakfast cereals,1891.0,21.5,11.0
256616,4000540031881,Schoko,Germany,c,Cereals and potatoes,Breakfast cereals,1705.0,22.2,9.0
256619,4000550304005,Kaba,Germany,d,Sugary snacks,Chocolate products,1610.0,78.0,11.0
256625,4000607012402,Vanille-Waffel,Germany,e,Sugary snacks,Chocolate products,2380.0,53.0,28.0
256626,4000607013102,Cookies & Nut,Germany,e,Sugary snacks,Chocolate products,2385.0,53.0,27.0
256627,4000607018107,Schogetten Trilogia Coffee,Germany,e,Sugary snacks,Chocolate products,2236.0,53.0,26.0
256628,4000607035708,Raspberry Cheesecake,Germany,e,Sugary snacks,Chocolate products,2321.0,52.0,27.0
256629,4000607035807,Blueberry Muffin,Germany,e,Sugary snacks,Chocolate products,2360.0,53.0,27.0
256630,4000607035906,Apple Crumble Pie,Germany,e,Sugary snacks,Chocolate products,2362.0,54.0,27.0
256631,4000607040504,Caramel Brownie,Germany,e,Sugary snacks,Chocolate products,2367.0,52.0,28.0
256632,4000607041006,Black & White,Germany,e,Sugary snacks,Chocolate products,2341.0,53.0,26.0
256633,4000607057007,à la Bienenstich,Germany,e,Sugary snacks,Chocolate products,2393.0,51.0,28.0
256634,4000607069208,Mandelkrokant,Germany,e,Sugary snacks,Chocolate products,2378.0,52.0,27.0
256635,4000607093807,Marzipan-Crème,Germany,e,Sugary snacks,Chocolate products,2101.0,47.0,26.0
256636,4000607143007,Joghurt-Erdbeer,Germany,e,Sugary snacks,Chocolate products,2352.0,51.0,28.0
256637,4000607151002,Alpenvollmilch,Germany,e,Sugary snacks,Chocolate products,2332.0,54.0,26.0
256638,4000607151101,Alpenvollmilch-Haselnuss,Germany,e,Sugary snacks,Chocolate products,2392.0,50.0,27.0
256639,4000607151200,Zartbitter,Germany,e,Sugary snacks,Chocolate products,2198.0,47.0,26.0
256640,4000607151507,Cappuccino,Germany,e,Sugary snacks,Chocolate products,2385.0,53.0,27.0
256641,4000607162305,Nugat,Germany,e,Sugary snacks,Chocolate products,2316.0,53.0,27.0
256642,4000607167904,für Kinder mit Milch & Calcium,Germany,e,Sugary snacks,Chocolate products,2359.0,53.0,27.0
256643,4000607172304,Tiramisu,Germany,e,Sugary snacks,Chocolate products,2330.0,49.0,26.0
256644,4000607469008,Edle Tropfen in Nuss GinGin,Germany,e,Sugary snacks,Sweets,1954.0,53.0,19.0
256738,4000956024248,Flüssig gefüllte Ostereier,Germany,e,Sugary snacks,Chocolate products,1963.0,49.3,25.0
256739,4000956026761,Amaretto Pralinés,Germany,e,Sugary snacks,Sweets,1942.0,43.9,24.0
256740,4000956130550,Edle Kirschen,Germany,e,Sugary snacks,Sweets,1800.0,39.5,23.0
256741,4000956131359,Asbach Pralinenmischung,Germany,e,Sugary snacks,Sweets,1927.0,47.4,25.0
256742,4000956133001,Flüssig gefüllte Pralinés Schwarzwälder Kirschwasser,Germany,e,Sugary snacks,Sweets,1918.0,49.6,25.0
256743,4000956133063,Flüssig gefüllte Pralinés Williams-Birne,Germany,e,Sugary snacks,Sweets,2002.0,47.1,25.0
256744,4000956133124,Flüssig gefüllte Pralinés Wald Himbeergeist,Germany,e,Sugary snacks,Sweets,1983.0,55.2,25.0
256745,4000956137481,Flüssig gefüllte Pralinés Edle Mischung,Germany,e,Sugary snacks,Sweets,1962.0,49.7,25.0
256788,4001325064759,Zitronen Limonade,Germany,e,Beverages,Sweetened beverages,175.0,9.9,13.0
256789,4001325065459,Apfel-Schorle,Germany,b,Beverages,Fruit juices,101.0,5.5,0.0
256804,4001450326647,Biscuits and wafers mix,Romania,e,Sugary snacks,Biscuits and cakes,2060.0,25.0,23.0
256805,4001453333208,Feine Waffelblätter in Zartbitterschokolade,Germany,e,Sugary snacks,Chocolate products,2191.0,35.7,23.0
256820,4001497280001,hohes C Orange,Germany,c,Beverages,Fruit juices,183.0,8.8,2.0
256821,4001497282005,hohes C Multivitamin,Germany,c,Beverages,Fruit juices,191.0,9.9,3.0
256825,4001497690909,hohes C Orange,Germany,c,Beverages,Fruit juices,183.0,8.8,3.0
256828,4001513006905,Gerolsteiner Apfelschorle,Germany,d,Beverages,Sweetened beverages,101.0,5.3,8.0
256837,4001518006313,Prinzen Rolle,Germany,e,Sugary snacks,Biscuits and cakes,2061.0,35.0,20.0
256839,4001518007662,Choc & Milk,en:FR,e,Sugary snacks,Biscuits and cakes,2196.0,41.0,23.0
256840,4001518009338,Granola,Germany,e,Sugary snacks,Biscuits and cakes,2100.0,27.0,21.0
256845,4001518103487,Soft cake Orange Vollmilch,Germany,d,Sugary snacks,Biscuits and cakes,1571.0,52.0,16.0
256848,4001518107447,Glücks Kex,Germany,e,Sugary snacks,Biscuits and cakes,2184.0,33.0,21.0
256852,4001518108925,Merlin,en:FR,e,Sugary snacks,Biscuits and cakes,2061.0,35.0,20.0
256854,4001518110294,Keks Geknusper,Germany,d,Sugary snacks,Biscuits and cakes,2011.0,48.0,16.0
256855,4001518111161,Soft Baked Brown-Style Cookies,Germany,e,Sugary snacks,Biscuits and cakes,1985.0,39.0,19.0
256878,4001686210512,Stevi Drop,en:FR,a,Sugary snacks,Sweets,757.0,2.5,0.0
256880,4001686301098,Goudberen,en:FR,d,Sugary snacks,Sweets,1459.0,46.0,14.0
256882,4001686301265,Goldbären,en:FR,d,Sugary snacks,Sweets,1459.0,46.0,14.0
256892,4001686326947,Air-parade,en:FR,d,Sugary snacks,Sweets,1459.0,45.6,14.0
256901,4001686359761,London F!zz,en:FR,d,Sugary snacks,Sweets,1436.0,52.0,15.0
256904,4001686367131,Tropifrutti,en:FR,d,Sugary snacks,Sweets,1482.0,63.0,14.0
256913,4001686390931,Phantasia,en:FR,d,Sugary snacks,Sweets,1452.0,47.0,14.0
256914,4001686392515,fruitmania,Germany,d,Sugary snacks,Sweets,1446.0,62.0,14.0
256927,4001686579671,Pinballs,en:FR,d,Sugary snacks,Sweets,1727.0,70.0,17.0
